,timestamp,source,title,description
227,2022-02-14T21:03:00Z,Gizmodo.com,You Can Now Visit Websites Using Only Emojis ,"Opera's web browser now supports emoji-only URLs, which doesn't sound that useful."
228,2022-02-14T20:50:14Z,9to5Mac,"Opera for Mac now supports emoji-only websites, because that’s a thing now apparently","Are emoji-only web addresses the new way to browse the web? Today, web browser company Opera and Yat, a company that sells URLs with strings of emoji in them, announced their partnership to bring more visibility to creative users on the internet.
 more…
The p…"
229,2022-02-14T20:00:32Z,Small Business Trends,What is an NFT?,"What is an NFT? Find out everything you need to know about NFTs so you can start creating, selling, and investing in these popular tokens."
230,2022-02-14T19:03:00Z,Dpreview.com,NFT marketplace Cent temporarily halts most trading due to 'widespread fraud',"<table>

<tr>
<td></td>
</tr>
<tr>
<td>Cent's logo.</td>
</tr>


</table>
Cent, a non-fungible token (NFT) marketplace known for selling an NFT of the first tweet from former Twitter CEO Jack Dorsey for the equivalent of $2.9 million USD, has announced it is…"
231,2022-02-14T18:50:55Z,Vice News,"Robinhood Told Me to Buy My Girlfriend Bitcoin for Valentine's Day, So I Did","""It's not too late to give the gift of crypto to someone special."""
232,2022-02-14T17:10:09Z,Wired,Don’t let Reese Witherspoon make you crazy,Feeling bombarded with ads for cryptocurrency and the metaverse? You're not alone.
233,2022-02-14T14:10:15Z,Engadget,UK authorities seize NFTSs over $1.9 million in suspected tax fraud,"The non-fungible token market is full of shady dealings, and British authorities hope to clean them up. BBC Newsreports HM Revenue and Customs has seized three NFTs as part of investigation into potential tax fraud. The suspects allegedly used 250 fake compan…"
234,2022-02-14T13:30:00Z,Entrepreneur,"Web 3.0 Is Coming, and Here's What That Really Means for You","While there are still serious issues to be solved in the building of the blockchain-based future of the internet, you've got to begin dipping your toes in it, and you've got to do it now."
235,2022-02-14T12:20:04Z,Techmeme.com,"UK's HMRC tax authority seizes three NFTs in a £1.4M fraud case involving 250 alleged fake companies, the first UK law enforcement agency to seize an NFT (BBC)","BBC:
UK's HMRC tax authority seizes three NFTs in a £1.4M fraud case involving 250 alleged fake companies, the first UK law enforcement agency to seize an NFT  —  The UK tax authority has seized three Non-Fungible Tokens (NFT) as part of a probe into a suspec…"
236,2022-02-14T11:49:35Z,The Guardian,HMRC seizes NFTs for first time amid fraud inquiry,Move is part of an investigation into suspected VAT fraud scheme involving 250 fake companiesThe UK tax department has seized three non-fungible tokens (NFTs) as part of an investigation into a suspected VAT fraud scheme involving 250 fake companies.HM Revenu…
237,2022-02-14T11:18:53Z,Business Insider,10 things before the opening bell,"Retail investors are less involved in the market compared to a year ago, Gary Vaynerchuk's NFT forecast, and tips from a 25-year market mentor."
238,2022-02-14T04:16:00Z,Substack.com,A Look at Low-Risk Ways to Learn Crypto,What does ‘Minimum Viable Experience’ Look Like in Web3?
239,2022-02-14T02:34:00Z,Slashdot.org,This Year's Super Bowl Broadcast May Seem 'Crypto-Happy'. But the NFL Isn't,"During today's telecast of the Super Bowl, 100 million Americans will see at least three commercials promoting cryptocurrency, reports the Washington Post, ""and though Tom Brady may be gone from the game, he hovers over it, hawking crypto exchange FTX."" 

""Ye…"
